#GRM32ER71E226KE15,,,#GRM32ER71E226KE15,,,#GRM32ER71E226KE15,,,
#2026/09/12,,,#2026/09/12,,,#2026/09/12,,,
#c_dcbias_capchange_cap,,,#r,,,#z,,,
#capchange  25.0degC  AC0.5Vrms,,,#DC3.3V 25degC,,,#DC3.3V 25degC,,,
DC Bias[V],Cap. Change Rate[%],Cap. Change Rate[%],Frequency[Hz],Resistance[ohm],,Frequency[Hz],Impedance[ohm],,
19.375,-74.58239023405629,6.057101132590271,103284.13330077511,0.004453035498028234,,103284.13330077511,0.10461057652842769,,
19.5,-74.7317518941365,6.02150775112096,108013.73596290655,0.004328859497739979,,108013.73596290655,0.1000492610330123,,
19.625,-74.88088922944914,5.985967826991506,112959.91730587467,0.004210372726243751,,112959.91730587467,0.0956825969832347,,
19.75,-75.02987355236381,5.950464366226529,118132.59493340722,0.004097102326327862,,118132.59493340722,0.09150204385268981,,
19.875,-75.1787740766992,5.914980874942326,123542.14059764279,0.003988612908290646,,123542.14059764279,0.08749939085047818,,
20.0,-75.32765791754214,5.87950135938998,129199.40099556338,0.0038845082863858183,,129199.40099556338,0.08366674614410848,,
20.125,-75.47659009026913,5.844010326188567,135115.71951774065,0.003784432638912083,,135115.71951774065,0.07999652679287457,,
20.25,-75.6256335088927,5.808492782719172,141302.95899300394,0.0036880710936738675,,141302.95899300394,0.07648144931245168,,
20.375,-75.77484898376085,5.772934237673178,147773.52547463533,0.003595149739729961,,147773.52547463533,0.07311452078657635,,
20.5,-75.92429521874213,5.737320701723019,154540.39311578672,0.003505435068803872,,154540.39311578672,0.06988903043571852,,
20.625,-76.07402880793408,5.701638688306614,161617.13018399404,0.003418732855762796,,161617.13018399404,0.06679854154690473,,
20.75,-76.22410423202149,5.66587521449517,169017.92626695373,0.0033348864971129884,,169017.92626695373,0.0638368836646013,,
20.875,-76.37457385432374,5.630017801935137,176757.6207241092,0.0032537748390459014,,176757.6207241092,0.060998144941058714,,
21.0,-76.52548791666095,5.594054477833307,184851.7324410973,0.003175309541360528,,184851.7324410973,0.05827666454676005,,
21.125,-76.67689453508292,5.557973775974619,193316.49094671433,0.0030994320394243553,,193316.49094671433,0.05566702504830638,,
21.25,-76.82883969558189,5.5217647377438475,202168.86895479533,0.0030261101818430574,,202168.86895479533,0.05316404467247092,,
21.375,-76.98136724984074,5.485416913138784,211426.61639625567,0.002955334635233329,,211426.61639625567,0.05076276939105351,,
21.5,-77.13451891113311,5.448920361747275,221108.2960095334,0.002887115158057379,,221108.2960095334,0.048458464780869556,,
21.625,-77.28833425043297,5.412265653674322,231233.3205607941,0.0028214768517398343,,231233.3205607941,0.04624660763560616,,
21.75,-77.44285069283173,5.375443870395889,241821.99176852946,0.002758456498476351,,241821.99176852946,0.044122877329944916,,
21.875,-77.59810351434604,5.338446605519625,252895.54101059664,0.002698099090950063,,252895.54101059664,0.042083146959717724,,
22.0,-77.75412583919329,5.3012659654341086,264476.17189532047,0.0026404546497889782,,264476.17189532047,0.040123474303374984,,
22.125,-77.91094863761256,5.263894569828133,276587.1047820182,0.0025855754106919124,,276587.1047820182,0.038240092668353355,,
22.25,-78.06860072432985,5.226325552056446,289252.62334021524,0.002533513445783041,,289252.62334021524,0.036429401700026606,,
22.375,-78.227108757716,5.188552559340418,302498.1232409063,0.002484318764252527,,302498.1232409063,0.034687958240240846,,
22.5,-78.38649723974619,5.150569752777684,316350.1630774958,0.002438037917147543,,316350.1630774958,0.033012467326914825,,
22.625,-78.54678851680768,5.112371807149673,330836.51761851617,0.0023947131117040056,,330836.51761851617,0.03139977342624563,,
22.75,-78.70800278144617,5.0739539105054385,345986.2334989038,0.0023543818230982332,,345986.2334989038,0.029846851985571,,
22.875,-78.87015807512594,5.0353117635039055,361829.6874614976,0.002317076876929109,,361829.6874614976,0.028350801389135007,,
23.0,-79.0332702920519,4.99644157850306,378398.6472655419,0.0022828269647770763,,378398.6472655419,0.026908835392409534,,
23.125,-79.19735318414021,4.957340078375439,395726.33538431907,0.002251657548161104,,395726.33538431907,0.025518276105006735,,
23.25,-79.36241836719188,4.918004495036951,413847.4956196361,0.002223592103165311,,413847.4956196361,0.024176547589568435,,
23.375,-79.52847532833322,4.878432567673766,432798.46276672994,0.0021986536587324332,,432798.46276672994,0.02288117014663669,,
23.5,-79.69553143478137,4.838622540653482,452617.23546927935,0.00217686658576105,,452617.23546927935,0.02162975536618164,,
23.625,-79.86359194398894,4.79857316110762,473343.5524106058,0.0021582586012637906,,473343.5524106058,0.0204200020488205,,
23.75,-80.03266001522303,4.7582836761723035,495018.9719938298,0.0021428629615241335,,495018.9719938298,0.019249693138882144,,
23.875,-80.20273672262127,4.7177538298769415,517686.9556707574,0.0021307208301036156,,517686.9556707574,0.01811669387488764,,
24.0,-80.3738210697814,4.676983859667528,541392.9550865723,0.0021218838205433192,,541392.9550865723,0.01701895146237687,,
24.125,-80.54591000591842,4.635974492556288,566184.503215073,0.0021164167297602343,,566184.503215073,0.015954496727870263,,
24.25,-80.71899844361957,4.594726940890642,592111.3096671875,0.0021144004968706043,,592111.3096671875,0.014921448451374091,,
24.375,-80.8930792782554,4.553242897727477,619225.3603638692,0.002115935444309125,,619225.3603638692,0.013918021448571828,,
24.5,-81.06814340905387,4.5115245318111,647581.0217732317,0.002121144885043125,,647581.0217732317,0.012942540068226618,,
24.625,-81.24417976187613,4.4695744821457115,677235.1499209236,0.002130179213554295,,677235.1499209236,0.011993459733783293,,
24.75,-81.42117531371863,4.427395852156468,708247.2043923237,0.0021432206423030974,,708247.2043923237,0.011069400754289879,,
24.875,-81.59911511894184,4.384992203439094,740679.3675551426,0.0021604888043998864,,740679.3675551426,0.01016920133819001,,
25.0,-81.7779823372706,4.342367549087289,774596.6692414834,0.0021822475243348516,,774596.6692414834,0.009292001459350588,,
,,,810067.1171393609,0.002208813172631864,,810067.1171393609,0.008437377660452022,,
,,,847161.8331551341,0.002240565183606164,,847161.8331551341,0.007605564384793757,,
,,,885955.1960202559,0.0022779595534392137,,885955.1960202559,0.0067978266514390675,,
,,,926524.9904283119,0.0023215464885450905,,926524.9904283119,0.006017104942260721,,
,,,968952.5630013399,0.0023719939057910617,,968952.5630013399,0.005269160390908282,,
,,,1013322.9853982129,0.0024301193011887095,,1013322.9853982129,0.004564641701632469,,
,,,1059725.224892072,0.002496933776420982,,1059725.224892072,0.003922764097810745,,
,,,1108252.3227589026,0.002573704039271673,,1108252.3227589026,0.003377221787804635,,
,,,1159001.5808348707,0.0026620414897123436,,1159001.5808348707,0.0029823927026638186,,
,,,1212074.756616558,0.002764032984552932,,1212074.756616558,0.002808185310715599,,
,,,1267578.267295219,0.002882437210889168,,1267578.267295219,0.002905236783122557,,
,,,1325623.403134245,0.0030209869133342605,,1325623.403134245,0.0032646886243558977,,
,,,1386326.5506175985,0.0031848664830886934,,1386326.5506175985,0.0038329447699996483,,
,,,1449809.4258167401,0.003381488285751117,,1449809.4258167401,0.004556855058455474,,
,,,1516199.318443883,0.003621792607040865,,1516199.318443883,0.0054044186410055475,,
,,,1585629.3470810154,0.003922490258117698,,1585629.3470810154,0.0063642814364543564,,
,,,1658238.7260963656,0.004310035680138265,,1658238.7260963656,0.007441283129031715,,
,,,1734173.0447835915,0.004827770358467489,,1734173.0447835915,0.008653668564628656,,
,,,1813584.5592833052,0.0055484916603883595,,1813584.5592833052,0.010030651063903887,,
,,,1896632.497872364,0.006593535993576992,,1896632.497872364,0.01160287382318119,,
,,,1983483.3802329618,0.008142355533491687,,1983483.3802329618,0.013360261541577026,,
,,,2074311.3513417928,0.010322668768294007,,2074311.3513417928,0.015105269210725126,,
,,,2169298.5306486627,0.012654403590318379,,2169298.5306486627,0.0161506137260414,,
,,,2268635.3772447985,0.01350294754420744,,2268635.3772447985,0.01552149548540986,,
,,,2372521.071752938,0.012256902028500608,,2372521.071752938,0.013613707737543584,,
,,,2481163.9157050513,0.010553725306772947,,2481163.9157050513,0.012091805936956367,,
,,,2594781.7492083823,0.009472055997923603,,2594781.7492083823,0.011712115211299787,,
,,,2713602.387737317,0.00910415839199307,,2713602.387737317,0.012257150353310308,,
,,,2837864.0789269414,0.009330174167123687,,2837864.0789269414,0.013340196659240916,,
,,,2967815.9802840785,0.010073382751184096,,2967815.9802840785,0.014676767471113105,,
,,,3103718.658773832,0.011254899549006976,,3103718.658773832,0.016002074376471873,,
,,,3245844.61328318,0.012592197409141545,,3245844.61328318,0.016927691446651294,,
,,,3394478.8210093947,0.013426672389072015,,3394478.8210093947,0.016994447548284008,,
,,,3549919.308868665,0.013197060004002335,,3549919.308868665,0.016166117587798744,,
,,,3712477.751070856,0.012196867031921436,,3712477.751070856,0.0150958301046969,,
,,,3882480.0940583847,0.01111424976581976,,3882480.0940583847,0.01444714968652113,,
,,,4060267.2100625183,0.010302012239544078,,4060267.2100625183,0.014386162263676859,,
,,,4246195.5805872865,0.009797132800806652,,4246195.5805872865,0.014772782195009526,,
,,,4440638.011191738,0.009534024354769008,,4440638.011191738,0.015429789857603201,,
,,,4643984.379003457,0.00944247285223898,,4643984.379003457,0.01623418840618927,,
,,,4856642.414462493,0.009469709462809235,,4856642.414462493,0.017115231918912878,,
,,,5079038.5188628705,0.00957945166498818,,5079038.5188628705,0.018035129020861948,,
,,,5311618.619331236,0.00974712984896624,,5311618.619331236,0.018974425180679964,,
,,,5554849.062956665,0.009955887070535269,,5554849.062956665,0.019923505877818486,,
,,,5809217.551864741,0.01019386585902979,,5809217.551864741,0.020878037901257616,,
,,,6075234.121110557,0.010452477018618234,,6075234.121110557,0.021836575001635126,,
